gene,CARCASMEAN,GUTMEAN,SIG,PARA ,ORTHO,lethaltc,TRANS,HUMAN
gene10302,67.604,7.13979,1,1,6,0,0,0
CUFF.915,0.515661,0.633854,0,0,5,0,0,0
gene10297,71.1801,68.8295,0,1,6,0,0,0
gene10311,22.2584,12.6533,1,0,11,0,0,0
gene10303,23.9088,1.56348,1,2,4,0,0,0
gene10309,661.217,1042.37,1,1,20,0,4,0
gene10301,29.3221,32.2856,0,0,6,0,0,0
gene10315,45.1267,51.3965,0,7,155,0,0,0
gene10308,9.5956,7.84457,0,2,514,0,0,0
gene10306,0.00396339,0.0103163,0,8,316,0,0,0
gene10310,571.065,987.218,1,0,120,0,3,0
gene10318,6.10487,0.936794,1,1,9,0,0,0
gene10317,17.3519,0.857764,1,0,6,0,0,0
gene10319,0.0209796,0,0,1,9,0,0,0
gene10320,0,0,0,1,4,0,0,0
gene10321,0,0,0,224,9884,0,0,0
gene10327,12.9068,10.9519,0,21,942,0,0,0
gene10323,49.4309,22.1584,0,0,7,0,0,0
gene10330,0.076635,0,0,24,714,0,0,0
gene10325,0.286764,0.0505802,0,1,15,0,0,0
gene10328,0.380189,0.256849,0,24,714,0,0,0
gene10329,41.3812,23.3199,1,24,714,0,0,0
gene10326,0.792576,18.3418,1,0,4,0,30,0
gene10322,42.6677,34.6924,0,24,714,0,0,0
gene10331,0.126551,0.266697,0,2,494,0,0,0
gene10341,21.9151,33.6442,1,0,6,0,8,0
gene10339,30.4258,22.7411,0,1,52,0,0,0
gene10342,0.822448,0.89202,0,4,540,0,0,0
gene10340,11.7226,16.2962,0,2,307,0,0,0
gene10334,22.2971,19.2332,0,3,435,0,0,0
gene10343,0,0,0,0,8,0,0,0
gene10335,89.5028,14.077,1,0,161,0,0,0
gene10333,11.6003,26.9221,1,0,7,0,22,0
gene10344,0,0,0,0,2,0,0,0
gene10345,0.0693105,0.0728093,0,0,6,0,0,0
gene10338,32.6556,24.0733,0,0,66,0,0,0
gene10361,414.679,84.6941,0,1,377,0,0,0
gene10366,6.57811,0.148556,1,1,396,0,0,0
gene10370,13.6981,17.0535,0,0,7,0,0,0
gene10353,26.0308,37.6964,0,1,382,0,0,0
gene10363,0.00667785,0,0,1,290,0,0,0
CUFF.928,19.7545,11.1109,1,0,163,0,0,0
gene10383,36.1573,0.682975,1,0,107,0,0,0
gene10355,20.2587,4.73798,1,1,148,0,0,0
gene10360,12.3757,4.67901,0,4,803,0,0,0
gene10362,77.0646,120.086,1,1,100,0,24,0
gene10382,22.047,2.90085,1,0,185,0,0,0
gene10348,0.0340238,0.0287502,0,0,164,0,0,0
CUFF.930,34.2839,17.5523,1,0,59,0,0,0
gene10373,62.9768,67.2972,0,1,12,0,0,0
gene10350,434.347,887.697,1,3,486,0,4,0
gene10356,4.90046,4.00117,0,0,12,0,0,0
gene10379,3.77074,0.0510306,1,0,6,0,0,0
gene10381,7.91624,0.167433,1,2,728,0,0,0
gene10364,1.91396,0.535914,1,0,157,0,0,0
CUFF.927,66.2982,75.7219,0,0,157,0,0,0
gene10378,255.959,3.72688,1,0,170,0,0,0
gene10346,4.76777,2.21436,0,0,150,0,0,0
gene10374,11.3543,17.1926,0,2,347,0,0,0
gene10384,878.216,24.2897,1,0,132,0,0,0
gene10371,52.6205,80.7844,1,0,83,0,28,0
gene10347,22.3669,6.53853,1,0,23,0,0,0
gene10385,834.26,24.8062,1,0,208,0,0,0
gene10354,17.4782,10.6166,0,0,154,0,0,0
gene10365,5.10635,3.23618,0,2,186,0,0,0
gene10380,126.396,1.83643,1,0,6,0,0,0
gene10387,0.480426,0.48456,0,0,172,0,0,0
gene10377,275.652,9.08106,1,1,291,0,0,0
gene10369,56.0711,77.1614,0,2,239,0,0,0
gene10349,84.7716,81.5433,0,224,9884,0,0,0
CUFF.929,75.6749,68.2879,0,5,51,0,0,0
gene10359,27.3002,25.7272,0,27,1541,0,0,0
gene10376,0.0425044,0,0,2,942,0,0,0
gene10397,6.27895,3.7783,1,0,112,0,0,0
gene10399,31.5962,38.4724,0,0,72,0,0,0
gene10396,0,0.00696833,0,0,132,0,0,0
gene10407,0,0,0,0,4,0,0,0
gene10402,0.0229005,0,0,0,3,0,0,0
gene10404,0.00811438,0,0,0,114,0,0,0
gene10394,0,0,0,0,182,0,0,0
gene10409,16.8172,9.71912,1,0,97,0,0,0
gene10392,0,0,0,0,107,0,0,0
gene10406,7.435,0.895151,0,0,144,0,0,0
gene10400,16.0353,28.8903,1,0,7,0,6,0
gene10401,1.99676,1.8813,0,0,151,0,0,0
gene10412,0,0,0,0,177,0,0,0
gene10403,0.0116372,0.0331218,0,1,153,0,0,0
gene10389,0,0,0,0,155,0,0,0
gene10405,0.0234817,0,0,0,197,0,0,0
gene10413,0,0.0171042,0,0,153,0,0,0
gene10391,0.153792,0.0800944,0,0,157,0,0,0
gene10414,0.0651028,0.110673,0,0,147,0,0,0
gene10415,0,0,0,0,8,0,0,0
gene10416,0.0487088,0.0542711,0,0,167,0,0,0
gene10417,0,0,0,0,7,0,0,0
gene10419,8.12642,7.2858,0,1,321,0,0,0
CUFF.933,19.237,21.0923,0,0,150,0,0,0
CUFF.932,1.24536,5.80505,1,3,756,0,11,0
CUFF.934,28.2659,15.9258,1,0,161,0,0,0
gene10422,42.9734,44.0696,0,131,1043,0,0,0
gene10426,1.95044,5.39335,1,0,2,0,7,1
gene10418,0,0,0,0,6,0,0,0
gene10427,0.405488,0.130135,0,0,7,0,0,0
gene10428,0,0,0,224,9884,0,0,0
gene10429,0,0.254453,0,0,158,0,0,0
gene10437,0,0.00554274,0,0,92,0,0,0
gene10431,110.632,186.679,1,0,7,0,9,0
gene10435,0,0,0,0,158,0,0,0
gene10432,21.3945,11.8847,1,0,166,0,0,0
gene10430,23.9227,18.4443,0,2,514,0,0,0
gene10436,0,0,0,0,158,0,0,0
CUFF.937,14.7776,8.53309,1,1,360,0,0,0
gene10438,0,0,0,1,141,0,0,0
gene10440,0,0,0,0,167,0,0,0
gene10462,18.4286,33.5597,1,0,92,0,10,0
gene10447,42.2535,6.71352,1,3,398,0,0,0
gene10442,52.3054,56.7836,0,0,148,0,0,0
CUFF.936,18.3065,20.9423,0,0,165,0,0,0
gene10456,3.85664,10.0057,1,0,122,0,11,0
gene10461,45.7636,44.9315,0,0,105,0,0,0
gene10451,33.7815,33.6323,0,0,146,0,0,0
gene10463,0.100077,0.0303687,0,0,155,0,0,0
CUFF.935,5.41618,1.39715,1,0,2,0,0,0
gene10446,0.395093,0.135318,0,14,141,0,0,0
gene10450,0,0.00671649,0,0,10,0,0,0
gene10449,0.100786,0.084063,0,0,6,0,0,0
gene10444,50.2722,61.3567,0,3,274,0,0,0
gene10455,0.095584,0.0694991,0,1,152,0,0,0
gene10443,16.8597,2.51711,1,1,109,0,0,0
gene10445,33.9474,43.3782,0,0,147,0,0,0
gene10460,32.5809,42.0599,0,0,124,0,0,0
gene10454,103.729,108.855,0,0,24,0,0,0
gene10458,4.70254,6.37005,0,0,146,0,0,0
gene10457,9.95859,9.73429,0,1,312,0,0,0
gene10465,0,0,0,1,481,0,0,0
CUFF.940,46.5031,58.02,0,0,2,0,0,0
gene10467,41.6124,59.5941,1,0,162,0,7,1
gene10468,141.816,208.952,0,0,135,0,0,0
gene10477,30.3345,42.2982,0,0,6,0,0,0
gene10466,24.7435,20.0735,0,16,2857,0,0,0
gene10471,11.0541,14.8327,0,0,153,0,0,0
gene10479,5.48502,1.02704,1,72,1461,0,0,0
gene10478,28.3109,37.011,0,0,8,0,0,0
gene10474,427.955,595.311,0,1,24,0,0,0
gene10469,33.0172,27.6296,0,0,139,0,0,0
gene10470,16.85,27.986,1,0,3,0,2,0
gene10476,13.9319,16.8718,0,0,5,0,0,0
gene10473,0.150109,0.0922716,0,9,620,0,0,0
gene10482,0.747225,0.525694,0,1,165,0,0,0
gene10483,0.0496724,0,0,0,179,0,0,0
gene10488,5.08002,1.63614,1,5,891,0,0,0
gene10484,6.29022,1.74811,1,2,447,0,0,0
gene10485,37.1303,49.6682,0,9,620,0,0,0
CUFF.938,16.7845,12.7814,0,0,6,0,0,0
gene10486,5.00978,71.736,1,2,447,0,12,0
gene10493,0,0,0,0,176,0,0,0
gene10499,0.00944383,0.00284231,0,3,484,0,0,0
gene10496,2.21864,2.60581,0,1,311,0,0,0
gene10495,33.9816,41.252,0,0,5,0,0,0
gene10500,16.7718,24.5017,0,1,165,0,0,0
CUFF.941,7.80933,7.61246,0,2,11,0,0,0
CUFF.942,90.7876,12.0068,1,0,109,0,0,0
gene10502,0.0500914,0.00889625,0,1,215,0,0,0
gene10504,0,0,0,2,11,0,0,0
gene10506,0.606047,0.344931,0,2,11,0,0,0
gene10508,5.28435,1.11427,1,0,245,0,0,0
gene10520,0.230622,0.0966787,0,0,61,0,0,0
gene10512,227.783,202.492,0,1,159,0,0,0
gene10521,44.256,75.8519,0,19,591,0,0,0
gene10523,19.445,16.4027,0,0,143,0,0,0
gene10509,67.4519,9.87046,1,1,287,0,0,0
gene10517,2.54485,3.568,0,0,109,0,0,0
gene10524,11.6438,20.5858,1,0,140,0,7,0
gene10516,23.8122,9.34053,1,0,6,0,0,0
gene10522,1825.58,2096.51,0,3,7,0,0,0
gene10505,88.9626,6.06091,1,1,52,0,0,0
gene10510,0.0488606,0.0267996,0,1,158,0,0,0
CUFF.939,18.3664,15.7074,0,1,172,0,0,0
gene10514,97.9317,104.128,0,5,1006,0,0,0
gene10515,0,0,0,0,165,0,0,0
gene10525,0.182948,0.0786466,0,2,557,0,0,0
gene10528,23.1355,37.6194,1,4,791,0,6,0
gene10535,1.22486,0.0291181,0,0,2,0,0,0
gene10531,11.2645,21.3789,1,1,15,0,4,0
gene10526,23.4223,39.9403,0,0,6,0,0,0
gene10534,6.41402,1.09824,1,4,340,0,0,0
gene10532,5.90164,5.95479,0,0,135,0,0,0
gene10527,10.1258,9.75522,0,0,7,0,0,0
CUFF.943,1.60041,0.548156,0,1,4,0,0,0
gene10529,13.5653,12.4606,0,0,160,0,0,0
gene10537,0.107503,0.194027,0,0,73,0,0,0
gene10575,35.0378,321.294,1,0,7,0,4,0
gene10565,28.1934,35.127,0,1,4,0,0,0
CUFF.944,31.2454,28.4652,0,0,5,0,0,0
gene10566,87.094,39.3871,1,0,6,0,0,0
gene10556,204.865,340.335,1,0,6,0,4,0
gene10579,22.0261,3.07761,1,2,324,0,0,0
gene10546,15.5277,23.8617,1,5,22,0,22,0
gene10568,7.68249,0.0335988,0,2,416,0,0,0
gene10552,9.12075,8.43234,0,3,457,0,0,0
gene10569,4.18585,0.165355,1,1,9,0,0,0
gene10571,3.08005,0.27114,1,0,6,0,0,0
gene10544,0.326245,0.125188,0,0,6,0,0,0
gene10564,1.60299,1.80762,0,0,159,0,0,0
gene10555,12.1154,194.78,1,0,6,0,2,0
gene10551,44.8077,89.8205,1,0,6,0,8,0
gene10570,85.6488,23.959,1,0,218,0,0,0
gene10553,15.2081,15.0352,0,0,83,0,0,0
gene10543,0.0722373,0.175048,0,0,5,0,0,0
gene10545,2.783,0.662132,1,5,631,0,0,0
gene10558,78.9972,89.2795,0,0,8,0,0,0
gene10538,22.7066,30.3912,0,0,168,0,0,0
gene10562,13.528,12.3572,0,1,257,0,0,0
gene10573,12.1313,20.3258,1,38,1469,0,11,0
gene10559,0.3403,0.0858344,0,1,194,0,0,0
CUFF.946,0.358857,0.375637,0,0,4,0,0,0
gene10563,8.4969,9.9115,0,4,794,0,0,0
CUFF.947,14.6285,4.84525,1,2,330,0,0,0
gene10572,4.14555,0.164541,1,4,541,0,0,0
gene10541,3.3179,1.90704,1,0,114,0,0,0
gene10578,110.997,5.34772,1,0,206,0,0,0
gene10554,1.11476,4.31184,1,1,12,0,25,0
gene10561,147.853,140.216,0,9,620,0,0,0
gene10550,1.13537,0.989149,0,0,151,0,0,0
gene10539,2.34012,1.14125,1,1,12,0,0,0
gene10557,6.96606,8.67293,0,0,157,0,0,0
gene10580,7.60061,5.2356,0,9,620,0,0,0
gene10581,5.87126,0.972874,1,0,174,0,0,0
gene10583,0.678053,0.110986,0,0,346,0,0,0
gene10587,57.2683,47.6136,0,0,98,0,0,0
gene10584,136.04,85.3252,1,9,620,0,0,0
gene10585,2599.38,2962.17,0,0,6,0,0,0
CUFF.948,2.76387,2.81904,0,2,195,0,0,0
CUFF.952,9.00442,10.8413,0,0,144,0,0,0
gene10613,108.184,158.978,0,0,156,0,0,0
gene10589,76.5094,2.19922,1,0,165,0,0,0
gene10592,35.5575,5.41634,1,1,155,0,0,0
gene10590,12.1157,12.8596,0,0,52,0,0,0
gene10614,1.37025,0.264051,1,0,5,0,0,0
gene10608,69.9061,109.886,1,19,1770,0,6,0
gene10597,0.00963304,0.0516203,0,0,8,0,0,0
gene10607,16.4066,16.111,0,0,180,0,0,0
gene10601,171.146,224.188,0,0,149,0,0,0
CUFF.951,47.597,36.8749,0,9,620,0,0,0
gene10602,40.5769,4.3547,1,0,143,0,0,0
gene10600,26.3016,21.8722,0,0,151,0,0,0
CUFF.955,13.6259,13.9129,0,0,175,0,0,0
gene10610,208.012,193.404,0,0,78,0,0,0
gene10588,24.2866,0.58209,1,30,1444,0,0,0
gene10593,527.322,950.705,1,1,306,0,4,0
gene10604,2424.2,2805.03,0,0,5,0,0,0
gene10595,97.8947,118.676,0,2,494,0,0,0
gene10606,26.4532,44.6937,1,0,3,0,11,0
CUFF.950,9.60272,11.0146,0,0,155,0,0,0
gene10599,0.103956,0.0300915,0,0,146,0,0,0
gene10598,34.3364,13.5173,1,0,131,0,0,0
gene10612,33.9926,43.8322,0,0,148,0,0,0
gene10603,60.9474,88.2402,1,2,285,0,12,0
gene10591,31.0641,2.18512,1,0,128,0,0,0
gene10596,145.013,225.9,0,1,157,0,0,0
gene10616,0,0,0,0,125,0,0,0
gene10618,14.823,34.1831,1,2,160,0,11,0
gene10619,0.330446,2.90324,1,1,304,0,2,0
gene10620,0.0390146,0,0,0,161,0,0,0
gene10621,0.256957,0.156051,0,2,285,0,0,0
gene10623,4.2918,2.53755,0,0,8,0,0,0
gene10624,0.267361,0.315854,0,1,20,0,0,0
CUFF.953,3.54131,0.407596,1,0,148,0,0,0
gene10630,1289.58,84.6569,1,0,6,0,0,0
gene10633,0.01747,0.0202614,0,1,146,0,0,0
CUFF.956,1.5856,0.134169,0,0,6,0,0,0
gene10629,60.5949,11.5962,1,0,131,0,0,0
gene10628,60.1252,3.81068,1,2,127,0,0,0
gene10631,4.13562,4.56398,0,32,510,0,0,0
gene10626,0.989878,0.993211,0,1,8,0,0,0
gene10635,0.0445366,0,0,1,8,0,0,0
gene10646,18.9572,13.7569,0,4,150,0,0,0
gene10659,38.5637,2.40489,1,1,6,0,0,0
gene10642,24.5785,31.5895,0,0,11,0,0,0
gene10643,18.4796,26.4819,0,0,12,0,0,0
gene10650,18.1634,30.6791,1,1,188,0,8,0
gene10662,3.83363,4.39027,0,0,6,0,0,0
gene10640,826.187,1161.25,0,0,157,0,0,0
CUFF.954,11.0262,15.4505,0,1,188,0,0,0
gene10652,12.5501,20.2747,1,0,162,0,19,0
gene10641,19.0617,21.8539,0,38,1469,0,0,0
gene10657,203.899,347.83,1,3,272,0,5,0
CUFF.958,25.8262,28.7028,0,0,2,0,0,0
gene10661,11.3741,11.6481,0,0,4,0,0,0
gene10636,14.1645,9.34256,0,1,170,0,0,0
gene10637,0.0765143,0.2163,0,0,8,0,0,0
gene10639,11.6853,12.2831,0,0,5,0,0,0
gene10658,14.1091,8.58345,1,0,6,0,0,0
gene10647,471.584,577.136,0,6,955,0,0,0
gene10638,20.5752,24.5646,0,0,176,0,0,0
gene10651,1554.04,1972.02,0,0,4,0,0,0
gene10656,150.411,184.062,0,3,146,0,0,0
gene10660,5.68139,1.63588,1,0,159,0,0,0
gene10649,0.244618,0.229376,0,32,510,0,0,0
gene10655,14.8491,15.4451,0,1,321,0,0,0
gene10654,13.53,4.52896,1,0,124,0,0,0
gene10663,0.0479493,0.0963398,0,2,382,0,0,0
gene10683,0.185245,0.0113057,0,1,240,0,0,0
gene10666,1.30561,2.8592,1,4,35,0,40,0
gene10682,14.6871,4.61412,1,115,1322,0,0,0
gene10673,187.039,28.6592,1,0,6,0,0,0
gene10677,0,0,0,0,313,0,0,0
gene10684,0.103154,0.0204284,0,0,142,0,0,0
gene10680,0.127726,0,0,115,1322,0,0,0
gene10681,29.2799,31.0641,0,1,383,0,0,0
gene10670,272.799,49.4147,1,0,187,0,0,0
gene10665,21.9157,12.7447,1,0,5,0,0,0
gene10669,4.68359,5.31571,0,0,157,0,0,0
CUFF.957,40.299,50.0947,0,0,7,0,0,0
gene10667,14.3094,19.0863,0,0,11,0,0,0
gene10687,0.0129683,0,0,0,244,0,0,0
gene10691,44.3392,29.9772,1,0,99,0,0,0
gene10694,261.725,14.9176,1,0,5,0,0,0
gene10693,44.8925,4.45529,1,1,160,0,0,0
gene10689,94.4462,85.9998,0,0,292,0,0,0
gene10692,1.75093,1.32336,0,0,2,0,0,0
gene10688,6.1082,3.39093,1,0,112,0,0,0
gene10695,0.522466,1.32829,1,0,158,0,4,0
gene10699,10.9081,11.5972,0,2,631,0,0,0
gene10698,7.16586,9.05065,0,21,942,0,0,0
gene10706,10.9303,10.8869,0,9,1094,0,0,0
gene10705,0.835736,0.720685,0,1,24,0,0,0
gene10696,76.2292,45.099,1,0,108,0,0,0
gene10701,183.821,391.097,1,0,6,0,37,0
CUFF.960,36.3906,36.4857,0,5,16,0,0,0
gene10700,8.93938,18.4159,1,0,3,0,50,0
gene10702,555.094,569.873,0,0,143,0,0,0
gene10704,43.0357,75.9616,1,1,312,0,5,0
gene10697,11.9411,4.316,1,1,172,0,0,0
gene10703,89.2279,128.706,1,0,157,0,19,0
gene10708,0.0159285,0.0155994,0,0,3,0,0,0
gene10709,0.326621,4.17397,1,0,144,0,2,0
gene10722,416.44,177.54,1,0,7,0,0,0
gene10711,34.7416,30.347,0,0,11,0,0,0
gene10723,21.7643,24.5118,0,2,343,0,0,0
gene10710,0.00686,0.0438871,0,0,163,0,0,0
gene10724,11.7294,12.6194,0,0,6,0,0,0
CUFF.959,11.929,18.4072,1,38,1469,0,58,0
gene10737,20.2945,11.1584,1,1,481,0,0,0
gene10713,22.3915,31.5228,0,0,125,0,0,0
gene10714,73.3705,97.5721,0,0,182,0,0,0
gene10726,57.9637,38.1798,1,35,729,0,0,0
CUFF.962,19.7958,19.1022,0,30,1444,0,0,0
gene10727,58.3539,82.6937,0,1,481,0,0,0
gene10740,27.884,38.6887,0,0,6,0,0,0
gene10728,25.5623,28.2018,0,1,275,0,0,0
gene10742,17.7842,12.7701,0,0,11,0,0,0
gene10721,35.3801,39.4595,0,0,311,0,0,0
gene10744,17.4098,11.7543,1,30,1444,0,0,0
gene10747,0,0,0,1,273,0,0,0
gene10718,41.7708,63.7911,1,0,19,0,8,0
gene10741,6.91203,9.85975,0,0,148,0,0,0
gene10717,20.519,24.7789,0,0,95,0,0,0
CUFF.961,18.2572,15.5413,0,0,142,0,0,0
gene10731,0.0601858,0.0819666,0,9,237,0,0,0
gene10743,14.4368,17.2684,0,0,7,0,0,0
gene10716,0.135398,0.13833,0,0,200,0,0,0
gene10719,9.72759,1.75873,1,0,159,0,0,0
gene10738,0,0,0,0,6,0,0,0
gene10720,3.61116,5.32291,0,45,852,0,0,0
gene10754,11.5715,2.79493,1,9,237,0,0,0
gene10750,0,0,0,9,237,0,0,0
gene10753,0.265765,0.172733,0,4,499,0,0,0
gene10752,0.570717,0.561193,0,5,923,0,0,0
gene10748,0,0,0,1,176,0,0,0
gene10755,21.0895,18.8602,0,9,237,0,0,0
gene10756,22.9174,5.28256,1,1,102,0,0,0
gene10764,0.0146279,0,0,0,144,0,0,0
gene10768,0.023706,0.0106986,0,0,5,0,0,0
gene10767,0,0.0275071,0,0,159,0,0,0
gene10758,0,0,0,0,6,0,0,0
CUFF.963,19.6095,10.4707,1,0,20,0,0,0
gene10761,36.6975,24.922,1,0,118,0,0,0
gene10757,0,0,0,1,296,0,0,0
gene10766,0.0879336,0.0220187,0,9,237,0,0,0
gene10763,21.0889,10.3248,1,0,2,0,0,0
gene10760,17.2092,23.8477,0,0,11,0,0,0
gene10762,0.678061,0.776219,0,0,153,0,0,0
gene10781,26.1923,6.05069,1,1,176,0,0,0
gene10777,0.991271,0.00792947,0,1,332,0,0,0
gene10783,14.6149,7.47136,1,0,117,0,0,0
gene10780,0.612947,0.0746197,1,0,120,0,0,0
gene10769,0,0.0185123,0,22,214,0,0,0
gene10785,20.6841,32.8756,1,10,254,0,8,0
CUFF.965,32.5116,24.7804,0,0,6,0,0,0
gene10782,12.8809,9.38946,0,1,157,0,0,0
gene10772,75.9563,96.12,0,72,1461,0,0,0
gene10771,0.650049,0.507028,0,2,57,0,0,0
gene10784,1.7726,1.958,0,1,5,0,0,0
CUFF.964,7.28487,4.57524,1,0,3,0,0,0
gene10775,38.0659,2.76278,1,2,18,0,0,0
gene10776,61.0757,18.7345,1,0,138,0,0,0
gene10779,0.640282,0.0177727,0,17,366,0,0,0
gene10786,0.974331,0.131644,0,10,254,0,0,0
gene10789,7.27052,2.8872,1,1,5,0,0,0
gene10792,15.851,17.5417,0,0,184,0,0,0
gene10796,10.8121,3.49068,1,0,88,0,0,0
gene10788,1.46,0.907542,0,1,3,0,0,0
gene10797,1.26021,2.09768,0,131,1043,0,0,0
gene10787,0.058911,0,0,1,90,0,0,0
gene10791,54.6505,58.9715,0,1,32,0,0,0
gene10795,19.0002,37.8187,1,0,2,0,5,0
gene10793,28.752,28.1549,0,0,10,0,0,0
gene10790,0,0.00921513,0,0,2,0,0,0
gene10803,0,0.141617,0,224,9884,0,0,0
CUFF.976,9.67664,7.99473,0,0,7,0,0,0
gene10806,46.4192,49.6904,0,0,11,0,0,0
gene10801,3.28652,2.86214,0,0,291,0,0,0
CUFF.966,23.2796,29.499,0,0,131,0,0,0
CUFF.972,36.6236,109.659,1,0,2,0,122,1
gene10808,23.1172,29.3618,0,0,166,0,0,0
gene10805,48.0539,36.8503,0,2,181,0,0,0
gene10809,115.063,22.9195,1,2,162,0,0,0
gene10804,20.7091,56.2312,1,0,6,0,11,0
gene10812,97.7127,108.113,0,131,1043,0,0,0
gene10820,1.16762,1.13271,0,12,209,0,0,0
CUFF.969,55.2174,44.3098,0,4,92,0,0,0
gene10819,11.0279,71.7275,1,3,331,0,5,0
gene10815,61.1324,84.3787,0,0,169,0,0,0
gene10817,9.51001,5.94919,1,0,7,0,0,0
gene10813,109.791,119.85,0,0,193,0,0,0
gene10821,0.0168714,0.0239285,0,1,319,0,0,0
gene10811,37.4407,24.1893,1,32,1089,0,0,0
gene10810,42.6132,79.1542,1,1,290,0,11,1
gene10814,21.4261,24.453,0,1,5,0,0,0
gene10828,0.162262,0.0166175,0,0,11,0,0,0
gene10824,4.80842,2.6064,0,0,488,0,0,0
gene10827,33.5969,20.0008,1,0,102,0,0,0
gene10830,37.0279,33.0241,0,3,677,0,0,0
CUFF.967,31.6605,33.4886,0,0,12,0,0,0
gene10834,198.658,626.283,1,0,7,0,6,0
gene10832,14.799,12.822,0,0,109,0,0,0
gene10840,2.19581,3.49614,0,0,147,0,0,0
gene10835,43.9855,56.701,0,72,1461,0,0,0
gene10837,21.853,5.33502,1,1,18,0,0,0
gene10839,9.64725,9.3091,0,3,677,0,0,0
gene10841,4.88695,6.08624,0,1,18,0,0,0
gene10842,33.4898,15.2647,1,0,5,0,0,0
CUFF.968,0.286276,0.0160824,0,0,151,0,0,0
gene10845,19.7558,0.5941,1,0,2,0,0,0
gene10843,0.00997404,0,0,3,677,0,0,0
gene10870,26.7762,80.8363,1,0,6,0,10,0
gene10888,9.23484,8.09611,0,1,189,0,0,0
gene10878,26.9842,39.0788,1,0,98,0,5,0
CUFF.974,88.575,75.5065,0,1,171,0,0,0
gene10879,42.9159,44.1379,0,4,708,0,0,0
gene10869,24.0542,27.3681,0,2,57,0,0,0
gene10852,1629.98,4.9111,1,0,160,0,0,0
gene10881,271.988,301.81,0,2,306,0,0,0
gene10883,1.64922,5.28509,1,0,169,0,26,0
gene10891,12.9183,17.4329,0,0,161,0,0,0
gene10858,480.002,792.108,0,0,161,0,0,0
gene10857,16.6992,467.878,1,0,144,0,10,0
gene10877,137.85,204.433,1,1,102,0,14,0
CUFF.970,60.9612,64.3615,0,0,185,0,0,0
gene10889,280.727,288.313,0,0,165,0,0,0
CUFF.983,9.12354,4.84803,1,0,151,0,0,0
gene10882,35.9613,21.1013,1,0,6,0,0,0
CUFF.971,36.1861,82.5393,1,0,6,0,60,0
gene10868,52.2836,70.9496,0,1,14,0,0,0
gene10850,0.0236287,0.00440637,0,13,313,0,0,0
gene10854,53.1082,111.863,1,45,852,0,4,0
gene10884,0.918195,15.3991,1,16,2857,0,53,0
CUFF.973,25.3155,27.4671,0,0,14,0,0,0
gene10866,42.1308,54.4315,0,0,156,0,0,0
gene10890,84.9413,108.906,0,0,8,0,0,0
CUFF.975,44.3065,13.018,1,3,1379,0,0,0
gene10871,2.67028,0.866504,1,9,126,0,0,0
gene10872,19.233,19.8198,0,0,79,0,0,0
gene10853,97.3274,82.9166,0,2,171,0,0,0
gene10880,151.469,184.318,0,1,246,0,0,0
gene10859,12.0421,14.6256,0,0,133,0,0,0
gene10886,0.308873,0.0530078,0,0,153,0,0,0
gene10874,61.9683,47.5242,0,0,149,0,0,0
gene10865,38.4835,38.8719,0,0,2,0,0,0
gene10855,13.7673,20.371,0,224,9884,0,0,0
gene10887,10.8013,2.56537,1,0,6,0,0,0
gene10856,0.0362397,0.284369,0,0,174,0,0,0
gene10900,3.03466,0.609189,1,1,187,0,0,0
gene10899,5.60629,1.63618,1,1,235,0,0,0
gene10893,150.37,14.5137,1,0,154,0,0,0
gene10896,17.2623,16.5222,0,0,118,0,0,0
gene10897,39.0121,38.4874,0,1,183,0,0,0
gene10898,96.296,13.8606,1,1,187,0,0,0
gene10892,30.1311,3.09588,1,0,136,0,0,0
gene10903,0.487184,0.338442,0,2,181,0,0,0
gene10902,8.96954,15.7635,0,0,6,0,0,0
gene10906,19.6557,29.1462,1,0,209,0,15,0
gene10905,5.98297,5.8721,0,0,26,0,0,0
gene10907,13.0129,15.3117,0,15,278,0,0,0
gene10913,52.708,47.647,0,5,553,0,0,0
gene10910,57.0657,83.2109,1,0,162,0,9,0
gene10911,12.7417,8.9642,0,7,199,0,0,0
CUFF.977,30.1128,28.0394,0,115,1322,0,0,0
gene10915,25.9405,36.9376,0,0,2,0,0,0
gene10916,7.32238,5.21326,0,0,126,0,0,0
gene10908,0,0,0,0,140,0,0,0
CUFF.979,71.751,19.1837,1,0,135,0,0,0
gene10909,6.31123,7.82358,0,2,157,0,0,0
gene10922,1.89999,0.174603,0,0,155,0,0,0
gene10920,16.7528,9.2125,1,0,12,0,0,0
gene10917,9.87506,13.5038,0,2,383,0,0,0
gene10925,152.956,170.728,0,1,185,0,0,0
gene10927,88.3195,113.43,0,0,164,0,0,0
gene10919,16.9273,15.3179,0,224,9884,0,0,0
CUFF.980,110.956,127.305,0,0,130,0,0,0
gene10928,0.991478,1.16055,0,2,336,0,0,0
gene10923,5890.28,69.1422,1,0,6,0,0,0
CUFF.982,16.0936,18.8323,0,0,13,0,0,0
gene10930,0.0212585,0.136341,0,0,169,0,0,0
gene10921,130.939,157.878,0,0,6,0,0,0
gene10924,15.4109,2.52487,0,0,114,0,0,0
gene10939,0.593843,0.711959,0,0,7,0,0,0
gene10936,0.0194015,0.107872,0,0,154,0,0,0
gene10938,0.128998,0.195808,0,0,155,0,0,0
gene10937,2.94259,3.78516,0,0,10,0,0,0
gene10932,246.818,21.5065,1,0,393,0,0,0
gene10933,33.6125,44.4214,0,1,414,0,0,0
